#{"t_start": 1622333509.5659924, "env_id": "BZ-Mario-1-2-v0"}
r,l,t
966.0,512,14.304676
1026.0,528,26.713819
874.0,456,95.498279
348.0,187,100.889102
1110.0,1362,261.805652
1032.0,543,277.248057
1212.0,1364,452.959786
1212.0,2074,831.626648
1050.0,544,844.256804
814.0,443,970.065269
1036.0,542,983.65227
1024.0,540,1095.518916
816.0,499,1112.150342
960.0,505,1123.335887
244.0,236,1280.767712
976.0,510,1294.879484
1214.0,1574,1485.042981
348.0,184,1488.41428
1212.0,1545,1793.485593
758.0,913,1818.613995
974.0,508,1965.994557
1238.0,1584,2137.369325
1212.0,1490,2313.450371
884.0,506,2326.806911
1036.0,550,2493.833578
978.0,519,2507.715853
1008.0,528,2680.562583
1060.0,560,2695.6235
1206.0,1511,2853.821544
732.0,1070,3040.397233
350.0,184,3044.576588
1040.0,545,3203.905141
1034.0,539,3219.729006
1110.0,1348,3395.74788
1110.0,1327,3555.340994
1110.0,1331,3710.067278
976.0,510,3870.915058
1014.0,524,3886.114216
340.0,313,3894.452013
180.0,131,3897.424465
884.0,577,4080.387141
968.0,508,4095.628085
1212.0,1874,4455.610315
974.0,506,4471.062737
1062.0,580,4708.935806
810.0,417,4722.150131
884.0,474,4738.062872
974.0,503,5013.401986
344.0,188,5017.001891
1200.0,2755,5412.396864
1032.0,539,5433.114206
1030.0,533,5689.64944
814.0,451,5703.892
1012.0,506,5940.885743
816.0,683,5960.045825
884.0,483,5973.276654
1052.0,538,6142.989982
322.0,310,6148.741525
886.0,483,6300.21862
968.0,505,6309.754014
880.0,450,6318.748859
1060.0,560,6428.569994
692.0,1023,6545.884209
1032.0,538,6556.844255
628.0,552,6567.960715
816.0,515,6671.124502
816.0,498,6682.786048
1060.0,549,6809.545784
1192.0,1339,6992.154384
884.0,479,7006.57283
884.0,584,7021.67864
354.0,189,7156.910568
1022.0,523,7169.165183
486.0,225,7174.733314
886.0,542,7330.461714
1198.0,1338,7549.881067
1060.0,563,7567.813547
