#{"t_start": 1622333509.4132633, "env_id": "BZ-Mario-1-2-v0"}
r,l,t
1200.0,1504,96.476796
804.0,433,107.381939
1028.0,527,120.400114
976.0,509,259.517625
974.0,515,274.610402
954.0,508,429.806323
966.0,506,441.252125
484.0,220,447.307918
506.0,266,454.164502
1206.0,2246,837.331182
1060.0,551,963.516611
960.0,502,977.23788
1212.0,2118,1283.010472
1110.0,1314,1468.035406
1212.0,1550,1655.119849
154.0,92,1658.174072
1046.0,551,1670.295724
1212.0,1373,1823.479568
338.0,237,1964.93701
1028.0,542,1979.267585
886.0,527,1993.096032
978.0,507,2135.646394
1060.0,562,2149.564863
968.0,503,2300.55137
1110.0,1317,2487.072446
1110.0,1287,2681.428623
1212.0,1564,2841.273782
1048.0,550,2855.980044
1210.0,1796,3206.38586
1110.0,1300,3380.718785
968.0,503,3395.250584
328.0,183,3400.657319
886.0,641,3543.933104
1212.0,1598,3703.030313
1030.0,541,3864.427023
884.0,480,3878.545669
886.0,514,3893.107293
484.0,509,4073.740978
976.0,510,4087.054428
1110.0,1277,4273.718952
340.0,230,4279.348877
1026.0,533,4452.093149
1200.0,1561,4720.634631
1008.0,524,4738.76437
880.0,568,5015.051892
1110.0,1387,5201.948575
1032.0,540,5217.459902
1028.0,539,5402.612142
1062.0,542,5417.766296
1200.0,1330,5701.819073
976.0,512,5939.533983
1110.0,1328,6130.682127
1200.0,1761,6310.991607
1060.0,556,6322.503724
1042.0,535,6430.805843
36.0,40,6431.86717
816.0,536,6440.918391
884.0,499,6549.169113
974.0,505,6560.241009
882.0,539,6570.248334
1060.0,556,6675.298596
876.0,457,6685.3563
734.0,412,6809.12215
1192.0,1338,6991.189352
348.0,197,6998.534578
976.0,506,7013.222933
732.0,1069,7168.446736
1198.0,1329,7349.106383
1192.0,1344,7567.612822
