#{"t_start": 1622333509.4370174, "env_id": "BZ-Mario-1-2-v0"}
r,l,t
1110.0,1285,90.528316
1056.0,553,105.025028
1028.0,536,117.884065
966.0,508,256.958833
762.0,463,270.4169
1212.0,2272,637.033453
1032.0,544,652.119284
348.0,177,656.089894
970.0,506,827.075906
816.0,516,839.943409
978.0,520,966.15194
970.0,505,979.75223
1214.0,1618,1121.122114
1206.0,1660,1466.300593
1030.0,540,1480.054405
1060.0,577,1491.95218
1028.0,532,1656.382729
552.0,277,1663.207054
1044.0,542,1793.005816
1040.0,539,1808.800052
1110.0,1323,1976.677819
1044.0,545,1991.518898
1074.0,579,2136.428601
1054.0,550,2150.054156
736.0,564,2302.433892
1212.0,1359,2490.555075
964.0,484,2504.125379
350.0,182,2508.997536
1212.0,1756,2831.251771
344.0,183,2836.377963
882.0,549,2852.035015
1212.0,1692,3198.02156
350.0,184,3204.354172
344.0,344,3215.464031
1110.0,1280,3388.106244
1060.0,558,3405.539182
242.0,236,3537.521774
884.0,487,3549.607997
884.0,481,3558.903234
816.0,502,3691.542408
514.0,285,3700.026456
1028.0,544,3714.747123
1110.0,1283,3896.978686
1060.0,563,4079.741136
1212.0,2123,4446.348901
1060.0,555,4463.963899
508.0,238,4470.723532
1032.0,565,4708.505021
974.0,502,4724.581914
1060.0,553,4744.851188
736.0,463,5015.617533
886.0,642,5030.434319
944.0,501,5194.714516
884.0,711,5216.31016
968.0,504,5400.315979
1046.0,546,5415.094488
818.0,792,5681.564578
1062.0,551,5699.906995
1030.0,534,5938.375812
1110.0,1289,6128.597486
884.0,478,6141.627622
882.0,1310,6309.309548
964.0,505,6319.813572
898.0,1031,6437.832228
884.0,490,6446.615973
1060.0,539,6556.398405
1062.0,543,6567.190734
1032.0,529,6670.822505
668.0,314,6679.000335
1020.0,526,6690.356234
454.0,269,6811.62714
1196.0,1361,6995.381496
884.0,481,7009.20396
1016.0,517,7021.955235
1060.0,563,7165.589287
1110.0,1294,7344.441718
1060.0,554,7360.137239
348.0,177,7365.788457
1028.0,536,7559.670043
