#{"t_start": 1622333509.546162, "env_id": "BZ-Mario-1-2-v0"}
r,l,t
1026.0,539,14.987861
1212.0,1440,108.325259
236.0,668,250.643128
964.0,507,265.219073
370.0,196,270.585207
1022.0,530,427.088494
244.0,697,442.987918
1060.0,568,622.705492
1110.0,1333,817.460033
1110.0,1273,962.581968
1200.0,1677,1106.606074
762.0,444,1118.204172
886.0,546,1283.461408
1206.0,1878,1482.558729
966.0,506,1641.977281
1052.0,549,1657.454169
1206.0,1673,1817.747653
1110.0,1318,1987.221425
882.0,576,2129.879366
1110.0,1319,2302.658339
1026.0,534,2316.427022
972.0,510,2480.053092
1036.0,542,2497.111563
1010.0,522,2510.990293
1110.0,1341,2706.178882
1110.0,1282,2858.21159
470.0,734,3035.686585
1024.0,523,3048.637387
1212.0,1503,3373.30892
350.0,190,3378.176648
884.0,609,3396.952215
508.0,264,3404.561902
1038.0,533,3544.712947
168.0,305,3552.104502
1212.0,2406,3882.452801
538.0,247,3888.789525
1048.0,543,4070.272474
816.0,659,4087.462775
882.0,471,4102.602314
368.0,254,4261.918373
772.0,1317,4452.989406
1110.0,1286,4713.062141
344.0,194,4719.04326
1032.0,535,4736.830862
1062.0,557,5013.902219
1060.0,556,5025.939459
1200.0,2761,5426.586313
1200.0,2034,5952.333607
1110.0,1293,6142.570724
1060.0,557,6155.151361
1050.0,548,6305.71458
336.0,209,6309.985523
816.0,495,6320.139652
892.0,477,6427.85229
1194.0,1345,6551.737479
814.0,544,6562.887513
1194.0,1334,6683.960936
932.0,565,6812.631059
1060.0,544,6827.174351
1034.0,541,6840.672621
1194.0,1371,7155.535377
1192.0,1332,7329.784103
878.0,456,7345.942334
742.0,422,7357.941302
732.0,418,7548.499254
884.0,580,7566.490013
978.0,513,7579.53659
